Key,english
ZombieINC_challenge_tier1_KillBossWitch_offer,"A Zombie woman has appeared in [DECEA3]{poi.name}[-]. Folks said that in the past, when alive, she acted like a priest of a dark sect. Look for a zombie with a candle on their shoulders; that is the vest that she usually wore."
ZombieINC_challenge_tier1_KillBossWitch_completion,"I can't believe that someone put a horseshoe as a halo on her, hahahah! Well, no more black magic in this region. Just kidding, that type of thing doesn't exist, hahahaha. "
ZombieINC_challenge_tier1_KillBossWitch_response,Hunt the Witch Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier1_KillBossWitch_statement,"Be careful, others hunters said that her shout can make your ass fall off"
,
,
,
ZombieINC_challenge_tier1_KillBossWitchInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier1_KillBossWitchInfested_subtitle,Cult Initiation
ZombieINC_challenge_tier1_KillBossWitchInfested_description,"They are calling her [DECEA3]THE MOTHER[-]. Apparently, she was the leader of a famous dark sect in this city before the zombie outbreak started. She has a powerful shout that can vary its frequency and create different effects. Be careful; this zombie can be extremely powerful."
ZombieINC_challenge_tier1_KillBossWitchInfested_offer,"We've already been dealing with a lot of problems with the bandits, and now there is some crazy zombie wandering the city, scaring some of our warriors just by [DECEA3]{poi.name}[-]. The zombie resembles a lot of a priest of a dark sect that we have dealt with before. As always, there is no such thing as black magic; everything has a reasonable explanation. Go ahead and get rid of this zombie."
ZombieINC_challenge_tier1_KillBossWitchInfested_completion,I'm glad that she is not our problem anymore. Now our warriors can focus on the war with the bandits
ZombieINC_challenge_tier1_KillBossWitchInfested_response,Hunt the Mother ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier1_KillBossWitchInfested_statement,I've had enough of black magic today.
,
,
,
ZombieINC_challenge_tier2_KillBossDog_name,Tier 2 Hunt the Special Zombie
ZombieINC_challenge_tier2_KillBossDog_subtitle,Who Let The Dogs Out?
ZombieINC_challenge_tier2_KillBossDog_description,"I gave you a delicious dog food recipe that my grandma used to prepare for me. I can guarantee you, it will attract this creature from far miles away.\n\nHere's a hint: Once you use the bait, you will probably be surrounded by zombie dogs, so bring some guns with you. The smaller ones are weaker than usual because the big guy doesn't like to share food."
ZombieINC_challenge_tier2_KillBossDog_offer,"An [DECEA3]Alpha dog[-] has appeared, and it is a significant problem for my business. People usually don't like to be chased by these creatures, you know ? So here's the deal: [DECEA3]Kill the Alpha dog and some other dogs from its pack[-] to avoid another one showing up too soon.\n\nYou will find a bait prepared attract him buried at [DECEA3]{treasure.distance} {treasure.direction}[-]. okay?"
ZombieINC_challenge_tier2_KillBossDog_completion,Thanks for your help! These dogs keep appearing from time to time. I will put another bounty on them when it happens again.
ZombieINC_challenge_tier2_KillBossDog_response,Hunt the Alpha Dog Zombie ([DECEA3]{treasure.distance} {treasure.direction}[-])
ZombieINC_challenge_tier2_KillBossDog_statement,"Be careful, you are not fighting agaist some Yorkshire."
,
,
,
ZombieINC_challenge_tier2_KillBossBiker_name,Tier 2 Hunt the Special Zombie
ZombieINC_challenge_tier2_KillBossBiker_subtitle,Undead Macho Man
ZombieINC_challenge_tier2_KillBossBiker_description,"Oliver was a great warrior; he must have died for a good reason. So, prepare yourself and don't underestimate your enemy.\n\nThis time, I won't give any hints as we didn't manage to get any intel about this target. In any case, nothing too crazy should happen."
ZombieINC_challenge_tier2_KillBossBiker_offer,"I need your help to kill a [DECEA3]strong zombie[-]. I already sent another man yesterday to [DECEA3]{poi.name}[-], but today the scouts alerted me that he was killed. At least they also said that before he died, he managed to get in a [DECEA3]last strike with his spear[-]. Will you accept this mission?"
ZombieINC_challenge_tier2_KillBossBiker_completion,Hey! You are alive! Exactly as I predicted. But keep your eyes open. There are many other groups like this in the city.
ZombieINC_challenge_tier2_KillBossBiker_response,Hunt the Biker Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier2_KillBossBiker_statement,"Be cautious, they were a famous group in the city, always together. Nonetheless, the other man got killed by them."
,
,
,
ZombieINC_challenge_tier3_KillBossMultiply_name,Tier 3 Hunt the Special Zombie
ZombieINC_challenge_tier3_KillBossMultiply_subtitle,The Little Boy Ate Too Much
ZombieINC_challenge_tier3_KillBossMultiply_description,"This is what we have of information for now:\n\nHe is very tall, strong and slow\n\nHe can vomits his allies to fight for him\n\nThe scouts were too afraid to get more intel"
ZombieINC_challenge_tier3_KillBossMultiply_offer,"We have a problem! It seems that a [DECEA3]zombie started to eat more than usual[-], even consuming other undead. At the moment, the scouts said that when this zombie feels threatened, he [DECEA3]vomits the zombies from his belly[-] to fight against you. It is a very peculiar situation, and we cannot risk letting this zombie get any bigger. Take down this thing, and I will pay you, okay? He is just by [DECEA3]{poi.name}[-]"
ZombieINC_challenge_tier3_KillBossMultiply_completion,"One less thing to worry about for now. It seems that as time went by, more bizarre zombies have appeared."
ZombieINC_challenge_tier3_KillBossMultiply_response,Hunt the Hungry Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier3_KillBossMultiply_statement,"Don't get too close to him, he must be very strong."
,
,
,
ZombieINC_challenge_tier3_KillBossFire_name,Tier 3 Hunt the Special Zombie
ZombieINC_challenge_tier3_KillBossFire_subtitle,A Sad Storie
ZombieINC_challenge_tier3_KillBossFire_description,"I'm pretty sure that this story is all made up, just to frighten some survivors. But if it's true, I recommend you use some fire protection.\n\nSo here's the hint: Call the firefighters."
ZombieINC_challenge_tier3_KillBossFire_offer,"Do you have time for a little storie ?\n\nSo this is what happened: when the apocalypse started, an entire [DECEA3]family got stuck in a fire in their house[-]. They were very vulnerable to an attack, and their screams for help attracted zombies. Since then, only [DECEA3]one member of the family keeps wandering the streets[-], but rumors said that he can [DECEA3]summon his entire family[-] from the ground again. If that's true, I want you to kill him and his entire family, okay? He is just by [DECEA3]{poi.name}[-]"
ZombieINC_challenge_tier3_KillBossFire_completion,So the rumors were real. You are a tough person. Now the streets are less dangerous and less bright.
ZombieINC_challenge_tier3_KillBossFire_response,Hunt the Burnt Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier3_KillBossFire_statement,Let's put this family finally rest in peace
,
,
,
ZombieINC_challenge_tier4_KillBossScientist_name,Tier 4 Hunt the Special Zombie
ZombieINC_challenge_tier4_KillBossScientist_subtitle,Doctor Heisenberg
ZombieINC_challenge_tier4_KillBossScientist_description,"End of the jokes for now, it's time to give some relevant information.\n\nThis zombie was a famous chemical scientist who had a second, less-known job. He worked with six trainees, all women, who were always by his side. These girls were very devoted to him, and some say that they were all lovers, but I personally think that's not true. To me, it seems like some strange cult.\n\nAnother helpful piece of information is that other hunters have already killed some trainees, but even so, he always has six trainees by his side. We think that he can somehow revive them after some time.\n\nLastly, another hunter told me that when he tried to kill the Doc, he saw the trainees healing their boss."
ZombieINC_challenge_tier4_KillBossScientist_offer,"My dream come true, if you know what I mean. A zombie is carrying a large pack of illegal substances, if the government still existed. [DECEA3]Kill that zombie[-], and I will send some scouts to collect the loot. Don't touch the goodies, okay? He is just by [DECEA3]{poi.name}[-]"
ZombieINC_challenge_tier4_KillBossScientist_completion,"Don't tell this to my wife. But now, talking seriously, these zombies were working together. It is not the first time that I've seen this happening. I think we can conclude that strong bonds formed when these people were alive stay even when transformed into zombies. It makes sense, I guess. It is the same brain after all, instincts, you know?"
ZombieINC_challenge_tier4_KillBossScientist_response,Hunt the Scientist Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier4_KillBossScientist_statement,Do you think that this zombie could give me some... I don't know... funny candies?
,
,
,
ZombieINC_challenge_tier4_KillBossBomber_name,Tier 4 Hunt the Special Zombie
ZombieINC_challenge_tier4_KillBossBomber_subtitle,Kaboom!
ZombieINC_challenge_tier4_KillBossBomber_description,"Everything is new to us too, and I don't have too many things to help you.\n\nAll I can say for now is that the bombs that are being used emit sounds, so at least if you listen carefully, you won't be caught off guard."
ZombieINC_challenge_tier4_KillBossBomber_offer,"I knew that it was inevitable. The first appearance of the bandits has happened. Probably this is just the beginning. At the moment, they aren't appearing in the front line, but even so, they are making a lot of mess.\n\nThe thing we have to worry about now is that they have [DECEA3]planted bombs in the zombies' bodies[-], and there is now a [DECEA3]bigger zombie acting like a leader and coordinating the bombers' group[-]. I need you to take down this zombie; at least it will be easier for the other hunters and warriors to get rid of the rest. He is just by [DECEA3]{poi.name}[-]"
ZombieINC_challenge_tier4_KillBossBomber_completion,"Things are more quiet for now, but there are many other zombies like this being made by these bandits, I'm sure of that. Here, take your reward."
ZombieINC_challenge_tier4_KillBossBomber_response,Hunt the Bomber Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier4_KillBossBomber_statement,"Oh crap, if it's true and the bandits have arrived, we will have a harsh time."
,
,
,
ZombieINC_challenge_tier5_KillBossTwins_name,Tier 5 Hunt the Special Zombie
ZombieINC_challenge_tier5_KillBossTwins_subtitle,Two Big Problems
ZombieINC_challenge_tier5_KillBossTwins_description,"If only killing one Special Zombie wasn't already harsh enough. But don't worry, it should be two different ones, right?"
ZombieINC_challenge_tier5_KillBossTwins_offer,"We are having trouble gaining more space close to [DECEA3]{poi.name}[-]. Out of the 3 warriors that I sent, only 1 came back. He said that there are 2 big special zombies in the region. One carries a blue shield and a weapon, the other carries a red one. Of course, zombies don't have the intelligence to arm themselves, so we know that bandits must be experimenting with these two. Kill the monsters before this gets too far. "
ZombieINC_challenge_tier5_KillBossTwins_completion,"So you are saying that the other zombies had a green shield instead of red? Ahhahahaha, the warriors that gave the information must be color-blind or something else. I'm glad that this problem is over."
ZombieINC_challenge_tier5_KillBossTwins_response,Hunt the Twins Zombies ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier5_KillBossTwins_statement,"Be careful. Since the bandits arrived, things have only been getting worse."
,
,
,
ZombieINC_challenge_tier5_KillBossTwinsInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier5_KillBossTwinsInfested_subtitle,The Twins
ZombieINC_challenge_tier5_KillBossTwinsInfested_description,"This is one of the fights that can change the tides of war. I still couldn't figure out the reason why these zombies are in that location. It's not one of our routes or a point of interest for me. I can risk saying that this is only an experiment, perhaps to test how long the mechanism can survive, but it's just a theory."
ZombieINC_challenge_tier5_KillBossTwinsInfested_offer,"The same warriors have spotted another set of twins wandering just by [DECEA3]{poi.name}[-]. It's the same, one is blue, and the other is red. But at this point, you already know that it's blue and green. But there is something new; he also described a mechanism on the back of each. Be cautious. We don't know what those things can do. Kill them before they become a bigger problem. "
ZombieINC_challenge_tier5_KillBossTwinsInfested_completion,"I have to agree with the bandits, the shields were kind of too ugly hahahahahaha! But talking seriously, you have my respect; I'm glad to have you on the team."
ZombieINC_challenge_tier5_KillBossTwinsInfested_response,Hunt the Twins Zombies ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier5_KillBossTwinsInfested_statement,"Don't underestimate you enemy, he is much stronger now!"
,
,
,
ZombieINC_challenge_tier5_KillBossDemolition_name,Tier 5 Hunt the Special Zombie
ZombieINC_challenge_tier5_KillBossDemolition_subtitle,A Monstrosity
ZombieINC_challenge_tier5_KillBossDemolition_description,"This will be the toughest fight that you've ever had until now. We know absolutely nothing about that thing. No one comes back alive to tell the story. These bandits are cowards. Instead of fighting directly against us, they keep making these things."
ZombieINC_challenge_tier5_KillBossDemolition_offer,"The rumors are real. [DECEA3]A monstrosity has been found[-]. Explosions sound everywhere, destruction, death. The bounties are at the highest prices, even though the other warriors are too afraid to take the risk. So what do you think, are you crazy enough to accept this mission? He is just by [DECEA3]{poi.name}[-] "
ZombieINC_challenge_tier5_KillBossDemolition_completion,"The storm finally is over for now. Sadly, this is not the moment for rest. While you were fighting that monster, the scouts encountered other experiments of the bandits. We need to be strong to fight what is to come."
ZombieINC_challenge_tier5_KillBossDemolition_response,Hunt the Demolisher Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier5_KillBossDemolition_statement,"Regardless of what could happen, don't stop running"
,
,
,
ZombieINC_challenge_tier5_KillBossDemolitionInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier5_KillBossDemolitionInfested_subtitle,I'm Back baby!
ZombieINC_challenge_tier5_KillBossDemolitionInfested_description,"The war with the bandits has started with the death of the demolisher. Now they've made another monster. I gave it the name Demolisher V2, but the hunters didn't like that much. People were talking about the name TYRANT, and I have to agree that it suits better. Anyway, he was released by the bandits on one of our routes that we used to loot the city. This could be a bad thing in the long run. If you fail this mission, I will have to change our plans drastically to fight this war."
ZombieINC_challenge_tier5_KillBossDemolitionInfested_offer,"Do you remember the monstrosity that appeared before? Of course you do. Well, now he is back and more powerful than ever. Our hunters named him [DECEA3]TYRANT[-]. I've decided to send only you with your squad (if someone is crazy enough to handle you). I've already had a lot of deaths, and I don't want to take more risks. You are part of the Elite, so I have trust that you will do your job. Last time he was seen just by [DECEA3]{poi.name}[-]. "
ZombieINC_challenge_tier5_KillBossDemolitionInfested_completion,"Because of you, now we can dominate more areas in this region. Our war with the bandits is just beginning."
ZombieINC_challenge_tier5_KillBossDemolitionInfested_response,Hunt the Tyrant ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier5_KillBossDemolitionInfested_statement,"Old friend, new problems."
,
ZombieINC_BossDogBait,Zombie Dog Bait (Press F)
ZombieINC_BossDogBaitDesc,Quest Item. Use this item when you reach and activate the rally point.\n\nTo use this item press key (F)
ZombieINC_BossDogBaitInfestedDesc,Quest Item. Use this item when you reach and activate the rally point.\n\nTo use this item press Left Mouse Bottom
,
ZombieINC_BossDogBaitInfested,Zombie Dog Bait (Infested)
,
ZombieINC_BuriedChestDogBossT2,Buried Chest 
ZombieINC_BuriedChestDogBossT6,Buried Chest 
,
ZombieINC_challenge_tier6_KillBossMultiplyInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier6_KillBossMultiplyInfested_subtitle,The Big Boy Ate Too Much Again
ZombieINC_challenge_tier6_KillBossMultiplyInfested_description,One of our scouts confirmed that it's still there and described some bizarre electrical mechanism attached to the zombie. It seems like the bandits' experiments are getting more extreme. Be careful not to get hit.
ZombieINC_challenge_tier6_KillBossMultiplyInfested_offer,"Something unbelievable happened, one of our food storage units was attacked [DECEA3]{poi.name}[-]. We’re not exactly sure how it all went down or how the bandits found it; it was pretty discreet. Apparently, another zombie modified by them was involved in the attack. I need you to deal with it so this doesn’t turn into a bigger problem. "
ZombieINC_challenge_tier6_KillBossMultiplyInfested_completion,"Glad it’s all over. I still remember some fat zombies whose instincts to eat regular food were somehow preserved or maybe even heightened. That could be how it found our stash. Do you think the bandits planned this, or was it just a coincidence? Well, in any case, here take your reward"
ZombieINC_challenge_tier6_KillBossMultiplyInfested_response,Hunt the Big Boy ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier6_KillBossMultiplyInfested_statement,"You surely don't want to be close to him, just like last time..."
,
,
,
ZombieINC_challenge_tier6_KillBossDogInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier6_KillBossDogInfested_subtitle,The Subject Omega
ZombieINC_challenge_tier6_KillBossDogInfested_description,"One of our last groups that managed to return alive from a night mission reported seeing a gigantic wolf with several other animals nearby. There were many bodies in that area. Many men are losing their lives at night, and now we know why. Take them down. Before you use the bait, it might be a good idea to set up some [DECEA3]defenses.[-]"
ZombieINC_challenge_tier6_KillBossDogInfested_offer,"ATTENTION: THIS MISSION CAN ONLY BE STARTED AT [DECEA3]NIGHT[-] (BETWEEN 10:00 PM AND 1:00 AM)\n\nThis is an urgent matter. It looks like some faction was keeping a Direwolf under control and feeding it, but now it seems to have escaped. It only shows up at night and when it catches the scent of meat. Nights have become much more dangerous for my men, and all night missions have been canceled until someone deals with this. Would you accept this offer? Just be careful, it's not alone. It looks like it has become the leader of a pack. We have a bait buried at[DECEA3]{treasure.distance} {treasure.direction}[-]"
ZombieINC_challenge_tier6_KillBossDogInfested_completion,We were praying that you would succeed. Now my men no longer have to say a painful goodbye to their wives and children every time they go on a night mission. Here is your reward!
ZombieINC_challenge_tier6_KillBossDogInfested_response,Hunt the Subject Omega ([DECEA3]{treasure.distance} {treasure.direction}[-])
ZombieINC_challenge_tier6_KillBossDogInfested_statement,Would you have the courage to accept this mission?
,
,
,
ZombieINC_challenge_tier6_KillBossBikerInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier6_KillBossBikerInfested_subtitle,The Immortal One
ZombieINC_challenge_tier6_KillBossBikerInfested_description,"This zombie's going to be a challenge, but it sounds like something relatively straightforward. Just be careful, someone managed to attach a chainsaw to it, and it randomly turns on. When that happens, the zombie gets really aggressive. I’d recommend keeping your distance."
ZombieINC_challenge_tier6_KillBossBikerInfested_offer,"We need your help to solve a big problem at [DECEA3]{poi.name}[-]. Some zombies are tougher than others, but this one seems exceptionally difficult. Its regeneration speed is truly monstrous, seriously, many other hunters have already tried taking it down. I need you there to finish it off before the bandits can use it for something."
ZombieINC_challenge_tier6_KillBossBikerInfested_completion,"I’m not sure this reward will cover all the costs for ammo and other resources you burned through, hahaha!"
ZombieINC_challenge_tier6_KillBossBikerInfested_response,Hunt the Immortal ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier6_KillBossBikerInfested_statement,You will not believe when you see it...
,
ZombieINC_challenge_tier6_KillBossBomberInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier6_KillBossBomberInfested_subtitle,The Atomic One
ZombieINC_challenge_tier6_KillBossBomberInfested_description,"A crucial bit of information: the scouts noticed grenades falling from the sky near the zombie whenever an alarm sounded. It seems the bandits are testing something maybe modified mortars. The zombie probably has some kind of radio system broadcasting its location to guide the bombardment. One last thing, there is also others zombies nearby with explosives attached to it's chest."
ZombieINC_challenge_tier6_KillBossBomberInfested_offer,"Someone thought it’d be a great idea to strap a tank full of gasoline and explosives to a zombie’s back. While it’s easy to track, scouts reported it’s heading our way. Right now, it’s at [DECEA3]{poi.name}[-]. The bandits are trying to blow us up. Take it down before that happens."
ZombieINC_challenge_tier6_KillBossBomberInfested_completion,"I heard the sound of a massive explosion, it must’ve traveled for kilometers. Are you okay? Well, here’s your reward."
ZombieINC_challenge_tier6_KillBossBomberInfested_response,Hunt the Atomic ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier6_KillBossBomberInfested_statement,You will not believe when you see it...
,
ZombieINC_challenge_tier1_KillBossCart_name,Tier 1 Hunt the Special Zombie
ZombieINC_challenge_tier1_KillBossCart_subtitle,The First Marionette
ZombieINC_challenge_tier1_KillBossCart_description,"Another Thing to mention is that this zombie has some mechanism mounted in his back that probably can shoot some type of arrow. The scout did not see it working, but still be careful."
ZombieINC_challenge_tier1_KillBossCart_offer,One of ours scouts saw a very intriguing zombie. Your job is to clean some zombies at [DECEA3]{poi.name}[-] and search for this zombie. If you find anything make sure to not let it live.
ZombieINC_challenge_tier1_KillBossCart_completion,You made good hunter ! We still need to know who made this thing. Who would have the courage to craft such thing !? Maybe it is just madness...
ZombieINC_challenge_tier1_KillBossCart_response,Hunt the Cart Zombie([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier1_KillBossCart_statement,Be careful with the spears...
,
ZombieINC_challenge_tier6_KillBossCartInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier6_KillBossCartInfested_subtitle,The Cart Zombie
ZombieINC_challenge_tier6_KillBossCartInfested_description,"I wasn’t going to tell you this yet, but the guys here kept insisting. It seems like it’s become a trend to classify the zombies, and they’re calling this one the spider"" type. I’m not sure how that could help you"
ZombieINC_challenge_tier6_KillBossCartInfested_offer,"Those bastards are both lucky and insane. The bandits managed to find a giant zombie mutated by radiation, and on top of that, they mounted a massive cannon on it. I can’t imagine who would agree to work on its back to set all that up. It’s at [DECEA3]{poi.name}[-] now. I can’t afford to lose more people in this fight, I need you to take it down."
ZombieINC_challenge_tier6_KillBossCartInfested_completion,Great job! You took it down and kept the body in good condition! Maybe we can still make some gains from this fight. Excellent work! Here is your reward.
ZombieINC_challenge_tier6_KillBossCartInfested_response,Hunt the Giant Cart Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier6_KillBossCartInfested_statement,"You surely don't want to be close to him, just like last time..."
,
ZombieINC_challenge_tier6_KillBossDroneInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier6_KillBossDroneInfested_subtitle,The Central
ZombieINC_challenge_tier6_KillBossDroneInfested_description,This is the final boss. The ultimate trial. Be prepared !\n\nThis drone was made by the bandits so they can control the others creatures by distance. We can weaken them destroying this drone.
ZombieINC_challenge_tier6_KillBossDroneInfested_offer,"This is the final boss. The ultimate trial. Be prepared !\n\nThis drone was made by the bandits so they can control the others creatures by distance. We can weaken them destroying this drone. Go to [DECEA3]{poi.name}[-] to start the fight, this was the last location that it was seen."
ZombieINC_challenge_tier6_KillBossDroneInfested_completion,That was a very though fight. Their forces should be weaker now. There are still a lot of zombies out there to be beaten. Stay prepared. Here is your reward.
ZombieINC_challenge_tier6_KillBossDroneInfested_response,Hunt the Central Machine ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier6_KillBossDroneInfested_statement,You will not believe when you see it...
,
,
ZombieINC_challenge_tier6_KillBossCravenInfested_name,Tier 6 Hunt the Special Zombie.
ZombieINC_challenge_tier6_KillBossCravenInfested_subtitle,A Peculiar Situation Again
ZombieINC_challenge_tier6_KillBossCravenInfested_description,It looks like one of our oldest problems is back. They've found another zombie that
ZombieINC_challenge_tier6_KillBossCravenInfested_offer,It looks like one of our oldest problems is back. They've found another zombie at [DECEA3]{poi.name}[-] that
ZombieINC_challenge_tier6_KillBossCravenInfested_completion,"Well done! You made a huge mess, but it seems to have paid off! Here's your reward."
ZombieINC_challenge_tier6_KillBossCravenInfested_response,Hunt the Coward Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier6_KillBossCravenInfested_statement,"Don't be too hasty, take it slow."
